Comment;Negative;Neutral;Positive
Trump didn't win the general election in New Hampshire.  Does he lie automatically or is he just that stupid??;0.9021059;0.09153447;0.0063596615
Look at Trump's speech. He never has a heart for a free world campaign for the US President.  He was supposed to say something positive about Nikki Haley to unite the party and voters, but he only smashed her down. He still thinks he won over Joe Biden in 2020 and that is a real problem for him.;0.8729316;0.11686551;0.010202884
The wifey is MIA again.  I think she's on her way out the door.;0.46953472;0.5117613;0.018703971
"She lost BIG TIME

WINNING WINNING WINNING ⭐️🇺🇸⭐️🇺🇸";0.30027017;0.32569596;0.37403387
DT 2024 let’s go;0.009472963;0.28917822;0.7013488
If you won in 2020 why did Pelosi say the opposite?;0.28507018;0.6684806;0.046449147
👍👍👍;0.008878943;0.07635839;0.9147627
Bro, what the heck is Tim Scott doing acting like a cheerleader behind trump recently??? Man, I hope he's not VP🤦‍♂ I'll never forget how he deserted Trump and had no balls to speak up in 2020!;0.9438499;0.05044085;0.0057091815
He didn't need to be a D, but he wasn't wrong either, as usual. Leopards, spots.;0.21312198;0.60806334;0.17881472
Women should be given some latitude. They have to deal with other women. We all know how “supportive” women can be to each other.;0.051314175;0.6084485;0.3402373
"I'll never understand American politics 
So first they fight among themselves then they fight opponents from the other party?";0.81411064;0.17796688;0.007922564
Dems know that if Nikki will sell out her wedding vows, she will sell out to them.;0.6109176;0.37115985;0.017922498
America is a joke. It is hilarious.;0.8537452;0.097184554;0.04907025
Good guy;0.031269684;0.12839551;0.84033483
"Well Kimmel  (and a few others) oughta send President Trump a  ""Thank You Card""  if it werent for him they'd have nothing to talk about on thier raGaSs tv shows";0.29278293;0.4134078;0.29380926
I don’t get her!!! She was making a speech like she won!!! WTF is wrong with her???;0.94202983;0.051790535;0.0061795814
"What is the ""generals"" ?";0.09529134;0.87643224;0.0282765
Thank you General, FOR MAKING ME RICH. WHO CARES THE TAX PAYER WILL FOOT THE BILL 💵;0.014031406;0.07266015;0.9133084
He's going to need her supporters, every one of them to have any hope of winning general election.  Not wise, and certainly unnecessary, need to gloat or be a horse's ass.;0.47248957;0.42587107;0.101639345
Can't believe so many traitors that vote trump treason;0.921653;0.067895345;0.010451717
They are going to keep Haley in until the convention where they will have the delegates vote for Nikki in a contested split. The Establishment won’t go down without a last gasp fight.;0.16170886;0.7933919;0.044899236
I have no proof but I say that the NH race was Rigged!!!;0.86341983;0.12732942;0.009250696
Vote for 4 years of him going on about how he won against Nancy pelosi and Obama. Nothing but loss of democracy will get done.;0.8697596;0.11736062;0.012879798
Ew ….;0.85664845;0.13187426;0.0114773
THEIR GO,S , HALEYS COMET 🎉;0.0022222572;0.042980235;0.95479745
« In life, we can’t get people get away with bullshit ». - Donald J Trump;0.773217;0.20594263;0.020840356
💙💙💙BIDEN 2024💙💙💙💙;0.0053787357;0.115624465;0.87899673
Trump baby LFG!!!!;0.01760219;0.11386482;0.868533
💙💙💙BIDEN 2024💙💙💙💙;0.0053787357;0.115624465;0.87899673
Trump is the choice. The only CHOICE! Trump will win the Presidency in a LANDSLIDE!😊Joe BIDEN and Hunter need to be locked up!;0.28055763;0.35659024;0.3628521
We want Trump;0.13807851;0.69315434;0.16876717
I don’t like Nikki and what she is doing.;0.92822325;0.06499883;0.006777982
*Trump Is Bullet Proof* ✌;0.06666178;0.6436099;0.28972825
We need to change the Biden channel…;0.14184918;0.7995832;0.058567613
Senile conman😂;0.8231416;0.15198344;0.024875013
President Trump 2024 America first;0.009576623;0.13690922;0.8535142
"Trumps policies are good. HIs demeanour is disgusting. Why can't he let the results speak for themselves instead of belittling people. Like calling Ron Desantos ""Desanctimonious""  like a 13yr old kid on the school yard. Trump has so much to offer, if he would just be humble and respectful. He could be a great president instead of a boisterous loudmouth with good policies.";0.7701974;0.1837706;0.046032034
God bless president trump ❤️❤️❤️❤️❤️❤️❤️❤️🙏🙏🙏🙏🙏🙏Amen;0.0052376166;0.014475797;0.98028654
Make the world sane again. Vote Trump;0.019291691;0.21825583;0.76245254
I'm not an American and don't typically follow POTUS elections, but by account of several videos with Trump it's quite easy to figure which kind of a person he is. It would be an eternal shame for the America to elect this creature.;0.8164669;0.17194654;0.011586535
"Those been prosecuted for Jan-6 should be pardoned, they did for this country, they love this country, they love America; 
Those looting after Floyd's death should be prosecuted, they loot for themself, they hate this county, they hate American.";0.42499214;0.34596193;0.22904599
Nikki Haley runs on self pity however TRUMPs integrity RUNS forward WITH GREATEST faith COURAGE and TRUTH ppl have witnessed his promises said and kept America believe in  him already;0.05338956;0.3240593;0.6225511
Bye bye Nikki now Biden is next 🎉;0.090626605;0.46366805;0.44570538
Trumps favorite book of the Bible is Two Corinthians;0.30462018;0.51927084;0.176109
w trump;0.45685765;0.45068023;0.092462115
On humour alone I vote for Trump. And i also Love how he triggers the Wokes and drives them to insanity;0.14039117;0.24634135;0.6132674
I really hope we stop supporting all these countries that are not the United States;0.8572438;0.13261795;0.010138326
Trumps sarcasm is hilarious;0.1095423;0.21537447;0.67508316
Trump 2024;0.03136532;0.31237522;0.6562595
Nikki got 70% votes from demcrats. Disgusting.;0.92864376;0.06322233;0.008133939
Jay.shri.ram.🕉️🕉️🕉️🕉️🇮🇳🇮🇳🇮🇳🙏 mere mere liye bada bada political chalta hai;0.10213216;0.6801451;0.21772273
DONT MISS YOUR CHANCE, buy $DWAC stock. Trump’s stock. I’m Up 12k so far. Bought 200 shares at $24.50;0.004831315;0.11958941;0.87557924
Trump beat Nikki like a rented mule. She’s done.;0.5272612;0.38683537;0.08590346
Trump beat Nikki like a rented mule.;0.34494242;0.4533237;0.20173384
Steam rolling!;0.00493593;0.26877785;0.72628623
Lets see who is ahead tomorrow morning;0.02068547;0.81577885;0.1635357
I thought Trump was supposed to win 85% of the votes😂😂😂. Not even close to it 😂;0.6280436;0.30718175;0.064774595
This is the beginning of the end for both Nikki Haley and the warmongering folks who wanna spend other people's money for their escapade.;0.90641826;0.086758584;0.0068231556
Donald trump.  America first.  Like they say this train. Gonna. Keep. On. Rolling  one. Monkey. Don’t.  Stop. This. Show.     Keep rolling. Thanks. King George.;0.028531637;0.24454834;0.72692007
Nikki won Iowa & New Hampshire the same way my Cowboys won that playoff game 2 weeks ago;0.017035797;0.66610926;0.31685495
Trump only got 50% of the republican vote..maybe some of them were democrats or independents voting for Nikki but that is still a bad bad sign for him. Trump lost the popular vote by 8 million in 2020, def not anymore popular now, especially after the clown show attempt at stopping the electoral count on Jan 6th 😂😂..what a clown candidate;0.8738905;0.11706713;0.009042381
Who else is ready for a Trump landslide in November?!! #Trump2024 #LGB #TrumpTrain;0.10191852;0.46291018;0.4351713
Pres.Trump it's time to unite your party!;0.053288896;0.4754116;0.47129953
From England well done Trump can we have Nigel back to save us.;0.015048208;0.11224117;0.87271065
I ain't never seen a smile like that in all my years alive..he looks like an reptile does nobody not know how Chris ward looks like a raptor..what the f is going.on..yes trump started Stargate but why;0.8088897;0.15733099;0.033779353
Go PRESIDENT TRUMP;0.012562871;0.07572095;0.9117162
What absolute clowns. 🤡;0.9060285;0.07344814;0.020523408
congratulations to orange jesus for winning the maga new hampshire primary!  😂😂😂😂😂😂😂😂😂😂;0.03049426;0.13485338;0.8346524
democrats are right. why secure borders? why keep out criminals? why shut down fentanyl dealers? why stop putin? why stop hamas? why stop iran? why stop china? why stop n korea? why lower taxes? why boost the economy? why stop wars? why clean up the streets? lets continue with everything the way its been because the last 4 years have been such a huge success for america and the whole world;0.060144298;0.44517547;0.49468023
"DERSHOWITZ HIGH PROFILE CLIENT LIST

Harry Reems (1976)

Claus von Bülow (1984)

Avi Weiss (1989)

O. J. Simpson (1995)

☆Jeffrey Epstein (2008)

☆Julian Assange (2011)

☆Harvey Weinstein (2018)

☆Donald Trump (2020)";0.050170504;0.88485384;0.06497568
it's getting very easy to figure out who is with us and who is against us. It wasn't always so easy to tell.;0.06307198;0.73904204;0.19788603
Is this shane gillis?;0.059269078;0.90510714;0.035623737
"Judge in E. Jean Carroll Case: Yes, Donald Trump Is a Rapist
A judge rejected Trump’s semantic attempt to throw out the case.
On Wednesday, Trump’s request for a new trial in the E. Jean Carroll case, after he was found liable for sexual abuse, battery, and defamation, was rejected. And in his desperate attempt to avoid accountability, the twice-impeached and twice-indicted former president may have unintentionally allowed himself to now be formally known as a rapist.
Trump’s team had requested a new trial in the case, arguing that the $5 million in damages he was ordered to pay Carroll was excessive, because he was only charged with sexual abuse. The jury had not found that Trump “raped” Carroll, a talking point Trump’s team often parroted.
But Judge Lewis Kaplan called Trump’s semantic argument “entirely unpersuasive.” He clarified that the jury found that the former president did indeed “rape” Carroll based on the common definition of the word.
Kaplan noted that New York penal law (the jury in the Carroll case was based in New York) has a “far narrower” definition of the word “rape” than in “common modern parlance, its definition in some dictionaries, in some federal and state criminal statutes, and elsewhere.”
“The finding that Ms. Carroll failed to prove that she was ‘raped’ within the meaning of the New York Penal Law does not mean that she failed to prove that Mr. Trump ‘raped’ her as many people commonly understand the word ‘rape,’” Kaplan wrote.
“Indeed, as the evidence at trial recounted below makes clear, the jury found that Mr. Trump in fact did exactly that [rape, as ‘commonly’ understood].”
“A United States District Judge has now formally held, in a lengthy written opinion, that it is perfectly appropriate, and, indeed, entirely accurate, to call a certain former President of the United States a rapist,” noted George Conway, lawyer and husband to former Trump aide Kellyanne Conway.
All that to say, based on the legal language, a rapist—for the third presidential cycle in a row—is leading the 2024 Republican primary.
Prem Thakker
July 19, 2023/2:05 p.m. ET";0.5959508;0.38854447;0.0155047355
trump 2024🎉;0.007403103;0.064466804;0.9281301
Robert F. Kennedy Jr. 2024.  We the People would like to reclaim the US from the destructive and counterproductive Uniparty that's been at work for too long. We declare our independence! Robert is a patriotic man backed by extensive knowledge and wisdom.;0.046069656;0.421014;0.53291637
I m peach f joke biden corruption crimes family and failed administration;0.9286876;0.06138023;0.009932179
"Governor Sununu was born in cuba. 🇨🇺 
Makes you wonder.";0.044985022;0.8865755;0.0684395
Trump only thinks elections are fair if he wins, if he loses, all of the sudden they are rigged. He will lose again in November.;0.88793856;0.1036029;0.008458527
why is his face yellowish lol;0.4962132;0.46434388;0.03944287
Self-centeredness?;0.38688308;0.5834846;0.029632397
She’s delusional, can’t face the truth;0.8938169;0.096905366;0.009277753
My Hero❤;0.005281095;0.022289544;0.97242934
The same people funding Haley are the ones that tried to bribe Lake not to run.;0.6318073;0.35234067;0.015852027
Trump 2024;0.03136532;0.31237522;0.6562595
It is prime time show... Let's trump rule the world again;0.07535735;0.4867964;0.43784624
Mr Trump our prayers 🙏🏾 from Jamaica 🇯🇲  came through victory ✌ 2024 one love ❤ Jamaica 🇯🇲;0.0031936653;0.029515253;0.9672911
Go listen to the speech she gave .... she is so delusional.;0.90293664;0.08767116;0.009392162
Waste of time.  Dems count to votes in general election swing states.;0.740762;0.2409532;0.018284742
😬😱😥 What is Donny Trump scared of?? Debate Nikki Hayley! Don’t be a wuss. 🙁;0.8977055;0.088133246;0.014161279
Haley speaks truthfully, which makes her a threat to those who have chosen to live in a fake reality.;0.8090032;0.18057232;0.010424569
that guy in the back is so distracting;0.79958725;0.19003801;0.010374698
Trump for ALL;0.033833142;0.27653822;0.6896286
Trump for 2024 and beyond;0.017536737;0.19897081;0.7834925
Trump for Mexicans;0.34175086;0.56387836;0.09437078
And that's including all of the democrats that pretended that they were Republicans to vote against Trump.;0.61568403;0.3600547;0.024261288
"Words from Mr.  Mugshot 

Who recommended clorox liquid substances into the body of American citizens. 

Let's make it more understandable?

This man wants all American citizens dead.";0.85345876;0.13923733;0.0073039755
GOD Bless and Protect Donald and the Trump family 🙏🏻 - the LANDSLIDE Victory in November is going to be HISTORIC —💋Sweet Latinas for TRUMP ! 💡;0.0036528446;0.015615702;0.9807314
So excited that Trump won another one. I know the press is pushing Haley but I can tell you right now even if she’s the nomination that far away happen I would not vote for her. If you’re going to vote for Haley, you might as well leave Biden in office cause that’s what you’re gonna get Warren Ukraine friends with China trying to get rid of Putin. That is the Democrat agenda. Not not the Republican agenda.🇺🇸🇺🇸🇺🇸🇺🇸;0.26049766;0.2502918;0.48921058
Actually democrats have supported trump leading to his victory, so that Biden could easily beat him;0.035964616;0.48658514;0.47745022
Tim Scott like a bandwagon leech in the background;0.65666103;0.32364696;0.01969198
I don't get it, of all the conservatives I know, not a single one supports Haley.  Who are these people voting for her?;0.87398565;0.11859896;0.007415284
America has woken up. This is demonstrated by the latest electoral results of the representative movement WE THE PEOPLE (MAGA). Despite the electoral interference of the pedophile deep state. Land of the free only because of the brave.;0.020883434;0.12178132;0.85733527
Congratulations President Trump;0.0057864464;0.021014318;0.9731993
"Trump Trump Trump!!!! And Nikki had all the Dems, ""independants"" who voted for her😂...she is going to lose her own state BADDDDDD!";0.85009634;0.12374864;0.02615501
Love Trump. Only Trump can save America Only Trump can save the World;0.004506868;0.024332842;0.9711603
when you want the best in the white house to get this country back where it should be,you vote for Trump!;0.70984626;0.23703755;0.05311622
Get that woman out!;0.8652834;0.11932274;0.015393859
With Trump in charge USA will go down the drain just like when he was in the WH. Lies, false news and golf for the next four years.;0.9003572;0.086080395;0.013562438
"Looks like Biden better start securing our border or ""Orange Man"" could be coming back.";0.6423709;0.31369156;0.043937556
As I am following the outcome of this news till its now moment in months to come, I can say DJT really nailed it this time 2024, an effortless campaign to win the ❤s of many and he's everywhere to be seen. As a non-voter and outsider, I admire DJT's resilience, tenacity in his POTUS journey back to WH. I will just keep on watching then Forbes🙂✌.;0.0049635083;0.045252483;0.949784
"Don beat ""independent"" democrats voting for Haley tonight. Love it.
Huge turnout for the GOP!";0.0074127032;0.038006976;0.95458025
Trump will win in 24;0.0408699;0.3802509;0.5788792
Something is up, she ain't dropping out cause they have something planned. Just like Biden and his handlers had something planned for the 2020 election.;0.24735443;0.683134;0.06951154
Rinos and dems combined did not even come close,🤣;0.67620635;0.28000093;0.043792725
Rolling forward like an unstoppable avalanche at this point.;0.32434893;0.49581578;0.17983529
Trump/Vivek 2024;0.031555753;0.798978;0.16946629
Bellicose Billionaire Bloviating;0.051554456;0.79723334;0.15121217
He's so funny... Nikki is deplorable but Democrats love her.;0.43332988;0.24904257;0.31762746
"Democrats and neocons voted 5"" .";0.22613508;0.72199744;0.051867492
Faux news is spouting like Nikki won.;0.5764073;0.36837995;0.055212777
Republicans voted against the brown lady not for Trump. When will he reinvigorate the German American  Bund? - Zoomer;0.6216266;0.36085418;0.0175192
Hillary Haley;0.2817435;0.63465625;0.08360032
Trump 2024 🇺🇸 M.A.G.A;0.011596035;0.14766228;0.8407417
Actually, Haley wins vs Biden in more polls than Mango Musselini. Can't believe any Americans buy this snake oil.;0.84188277;0.13327877;0.024838418
I am chubbing up....;0.25565153;0.5096063;0.23474215
What is his stance on digital money? vaccines? I haven't heard anything and it seems the people do not care, which is disastrous!;0.8776096;0.11446487;0.00792551
Daddy likes.;0.021667158;0.44864887;0.52968395
TRUMP2024 WE LOVE YOU PRESIDENT TRUMP;0.0104305;0.03336461;0.95620495
Greatest president of our times!!!;0.005995332;0.017999915;0.9760048
Poor OBiden he's going to have a sleepless night, going to looks like a zombie in the morning, wait.. he's always looks like a zombie 😂😂;0.85006267;0.12957668;0.020360578
I think its funny how Trump put a time limit on Vivek.;0.26804847;0.64777684;0.084174715
President Trump you should said something better to her , if your want to be next president;0.4952745;0.4267788;0.0779467
Ironic;0.48859024;0.4147922;0.09661755
The goat;0.04770654;0.33792594;0.61436754
Yes 3 times ❤;0.0022790784;0.039588127;0.9581328
All’s Nikki Hayley has to do is stay in the race until Trump gets kick out by the Supreme Court and the 14th Amendment 🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸;0.077628784;0.73091835;0.19145289
It's a total surprise except to people who are not stupid and also love America.;0.5002343;0.3304566;0.16930906
Make America great again bring back mean tweets Trump 2024;0.124945045;0.28985152;0.5852034
Doesn’t matter….False Flag coming to keep Trump out of office.;0.5471342;0.41581464;0.037051134
Birdbrain is only capable of staying in this race because she still has the finance of powerful donors .;0.6524856;0.31327835;0.03423605
"No neocon Nicky.
Ratheon Republican.";0.1261889;0.736212;0.13759911
She is a Uniparty RINO?!;0.7437931;0.24434008;0.011866886
I remember someone else claiming he won when he lost a Presidential election in 2020.;0.26637864;0.6931374;0.04048396
God Bless you President Trump and may there be sanity restored in the White House.;0.005221119;0.032155942;0.96262294
she didn’t come in 2nd, she came LAST (since only two people were in the race)! 😂;0.052551854;0.63329935;0.31414872
They want to make Trump look bad. Look at the numbers. Only 40k people (so far) have voted for biden and 100k for Nikki and almost 150k for trump. Where do you think the Dems are voting?? 🤔 PERHAPS nikki hillary 🤯 250k votes in a DEMOCRATIC STATE for nikki and trump and only 40k for biden. This is a plot to steal the election!! NIKKI will be a spoiler candidate who makes Biden the winner, mark my words, if we don’t do something about this.;0.76962;0.21600516;0.014374822
FJB !;0.048154153;0.731844;0.2200018
Trump 2024 the best president this country has ever had period time for the rhino to drop out;0.10165391;0.19106951;0.7072765
"What a power 1-minute by Vivek 👌✌️.   Vivek is truly Team Trump now. 

Will he get VP?";0.0054320926;0.042034768;0.9525331
❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤;0.0049072206;0.04495912;0.9501336
"Trump: USA, USA, USA, USA
Nikki: Israel, WHO, WEF, No Borders, Military Industry Complex, Ukraine.";0.14162225;0.79649746;0.0618803
Let's go, America. Trump 2024 MAGA!;0.004163516;0.034114283;0.96172214
Trump rigged the primary in New Hampshire like he did in Iowa. Dont put anything past him .;0.85071295;0.14102952;0.008257565
Given Trump can barely defeat Hailey in the Republic primary, only capturing 56% of the vote, It is becoming obvious that Biden will crush Trump in the election.;0.41965953;0.5187928;0.061547715
...Help...Can Someone Here Please Help Me Make Some Real Money Online...god bless you  🙏;0.006902035;0.07195686;0.9211411
Fly your broom out Nikki!;0.10506246;0.53652364;0.35841393
Arizona for Trump 2024!!!❤;0.0039461376;0.04733741;0.94871646
GOD BLESS AMERICA 🇺🇸 AND TRUMP ❤;0.008879545;0.027986245;0.96313417
Trump LYING again, he never won New Hampshire in the general election.;0.907768;0.08238003;0.009851943
trump will lose again and again will cry rigged rigged pathetic ....😂😂😂;0.92931706;0.058951918;0.0117309755
"New Hampshire and Nikki Haley share the same initial-
N. H. 
Ironically, she can't win.";0.6319613;0.3497272;0.018311473
The Lunatic is likely to be running the USAsylum !!!!;0.8665816;0.12168853;0.01172982
She lost Bigly.;0.85920304;0.123796865;0.01700012
He can’t win the general election. All dems, most centrists and some RINOs will vote against Trump;0.7202889;0.25842175;0.021289438
You’re worthy of victory.👏👏president Trump;0.0052148127;0.022963848;0.9718213
Delusional is the adjective;0.65981543;0.28206518;0.058119435
No.. it’s Putins programmers won.  Not Tramp. It’s computers bullshit.  People.  Wake up.;0.80634207;0.17085858;0.022799289
"Looks like we're going to have four more years of Biden..
Trump will never win this fall.";0.8661932;0.11930303;0.014503812
"We love Tim Scott, DeSantis, Ramaswamy! Thank you for supporting our President Trump!
Thank you for this broadcast! Can't find this good news on my TV.";0.0045625474;0.016590133;0.9788473
Biden won New Hampshire by 63 and trump has lil hope won so still trump in trouble in general election;0.4735701;0.45816335;0.06826647
Guarantee he has WV's vote;0.028008185;0.84540373;0.12658814
Trump 2024;0.03136532;0.31237522;0.6562595
Congratulations Trump!;0.0059743267;0.020628303;0.9733974
Sick sick man!!!! Sad!!!;0.9317402;0.05768658;0.010573134
The end of the United States of America as We the ppl know it.😢get y'all 🍑 out November 2024 an vote Joe Biden reelected 🎉 Yeahhh 🎉🎈 2024;0.5313368;0.32839942;0.14026374
Donnie Plump will be in prison.;0.82892776;0.14671737;0.024354888
Newsmax first to call the winner in NH . 😂 HOW DOES FOX FEEL ABOUT THAT 😅 AWE;0.06947668;0.6831673;0.2473561
As a Canadian and a former liberal (democrat), im so happy trump won. My fellow American friends, do what you gotta do (VOTE) and get this guy back into office!;0.004681547;0.020978639;0.97433984
Trump lost the new Hampshire general election. That will happen again. Bye.cell ya later. Oops see ya later r;0.81523824;0.1667088;0.01805302
DONALD TRUMP LEGEND LEGEND LEGEND LEGEND LEGEND LEGEND 🌐🖖💓💞💕❤️🇺🇸 ❤️;0.0046534934;0.02760563;0.96774083
Latinos for Trump!!! MAGA 2024!!!🇺🇸❤️🇺🇸❤️🇺🇸;0.0035973073;0.027438812;0.96896386
"Why is Trump afraid to debate Nikki Haley?   This isn't a dictatorship, it is a democracy and we deserver to see these two on a debate stage.

What is Trump afraid?";0.33819905;0.61973375;0.04206714
“I don’t get angry, I get even” - Trump;0.49850133;0.44327432;0.058224283
A coalition of never Trumpers, democrats, and Independents cobbled together threw everything and the kitchen sink at President Trump but they still couldn't beat him!;0.7921237;0.17122532;0.036651045
We love trump ❤❤❤ U S A U S A U S A;0.0044569904;0.019164521;0.97637856
Good 👍 God bless America;0.0061971266;0.019666582;0.9741363
Trump won !  America won !;0.004669996;0.023600964;0.971729
You gotta love the Trumpster !!!!;0.4455387;0.22187269;0.33258858
I’m curious if neocon niki is gonna drop out now ???;0.18001312;0.8044445;0.015542323
Trump is truly on God Mode...but Nikki never had a chance to win anything.;0.83160496;0.14493312;0.023461934
Trump 2024!!!!;0.015172628;0.11480994;0.8700174
Poor fragile little donny pleading for Haley to pull out. Not everyone has to pull out as quickly as you do Donny;0.8450285;0.14076167;0.014209796
Well if Haley looses South Carolina, as polls suggest she would have to call it all in...she will be finished..😂;0.78219074;0.20202671;0.015782578
We got to overload and overwhelm the steal;0.46607554;0.48332635;0.050598092
No, Trump did not roast Nikki Haley.   Far from it.   She actually did much better than anyone expected, and if you believe the numbers, it was NOT a landslide for Trump.;0.36366692;0.41697848;0.21935463
America doesn't need a president. America needs a hero, America needs a winner . World needs Trump;0.13807334;0.5668458;0.29508087
i dont get angry i get even!;0.42870727;0.4764524;0.09484028
Prepare for Michelle O. Got a feeling she’ll be the Dem;0.05558317;0.77239364;0.17202316
USA USA USA USA!! 👏🏿👏🏿👏🏿👏🏿👏🏿👏🏿 Bring back the mean tweets!;0.371599;0.273341;0.35506004
no chance to nikki-hillary!!!!!!!!;0.75111455;0.21176106;0.03712438
Nikki Hayley love herself and her donors .I am not sure she love her party.She is the first to attacked Trump and the media not saying it.;0.700828;0.27455986;0.024612132
Go Trump! Our nation needs you!;0.003990731;0.028860822;0.96714836
Niki winning second place in a 2 person race is still last place;0.27357614;0.68463254;0.041791294
Fox news is saying its close enough for her to stay in the race? Lol. Over 5k dems voted for her. Trump honesty would win by over 20 points if not for the dems corrupting the ballot.;0.20591193;0.61177033;0.18231767
Nikki is probably asking Hillary C and Nancy.P What's the next plan .;0.10689661;0.85730475;0.035798702
Most of US go to bed 🛏️ pissed off what BIDEN HAS DONE TO OUR COUNTRY;0.8328374;0.15244989;0.014712676
Trump is needed for the country...;0.123260364;0.5605384;0.31620127
I am a Trump supporter, however I wish he would learn to be humble and know when to stop talking. If someone would just stand beside him with a rolled up sock and know the exact moment when to shove it. He would easily have thousands more supporters. Spoken in love. ❤️❤️❤️❤️;0.099982224;0.24853113;0.65148664
Americans of BOTH parties need to UNITE and vote President Trump to SAVE AMERICA From the DEEP STATE GREAT RESET🔥🔥🔥;0.04414364;0.29587102;0.65998536
I will vote for Trump like my life depends on it. MAGA BABY;0.016884094;0.100708924;0.88240695
Nikki is another pelosi;0.8021751;0.18054391;0.017280964
We All love you president TRUMP;0.0057457825;0.023183819;0.9710704
Tim Scott vp?;0.013344413;0.94142646;0.04522911
I think 💬 Nikki needs to back up Trump's agenda and show she HATES Biden agenda;0.802064;0.18557313;0.012362855
Is that Uncle Ruckus in the background ? 😂😂😂😂😂.;0.24146715;0.6214242;0.13710868
Trump isnt wrong. Nikki keeps acting like she is victorious when there is only ONE winner. Everyone else is a loser.;0.62835765;0.31497395;0.056668423
That soft sobbing in the background is Adam Kinzinger 😂😂😂;0.4342994;0.40522766;0.16047285
Did Biden as a write in get less than the other democrats in the race?;0.27246195;0.69607204;0.031466004
Obviously she was no threat 🤣;0.5328249;0.40776497;0.05941016
Hillary Haley needs to just drop out already.  She is embarrassing herself.;0.9444613;0.050331257;0.0052074776
Haley tried a Cheney and just like Cheney, SHE LOST..;0.74975145;0.23197687;0.018271698
Just Win Baby;0.010190916;0.10264329;0.88716584
love it!!!!!!!!!!!!!!!!!;0.0042260727;0.011817364;0.98395663
❤ I KNOW HE IS COCKY ... but we need that and RESULTS !... IF ONE KNOWS WHAT ONE IS DOING... COCKY KEEPS ONE HUMBLE ... when she gets rattled she referrers to the word “ Democracy “ ... I love it don’t get angry get even I feel sorry for those that are not for America especially those that are here in our country... NO A COLOUR ... BUT A CONSTITUTIONAL CULTURE... SHALOHA;0.08110124;0.25743464;0.66146415
Oh come on.  In the leftie swamp parlance  Scaley was BALLOTUDINALY challenged;0.5018082;0.45069635;0.047495432
The election was stolen!;0.8006421;0.1765535;0.022804385
Trump is like the nightmare the establishment can’t get rid of 😂;0.90111893;0.085048996;0.013832047
Tim Scott no longer gay?;0.2187256;0.76135397;0.019920422
My MOTHA FKN PRESIDENT!!!!;0.015348087;0.055243388;0.9294085
Trump 2024;0.03136532;0.31237522;0.6562595
If the other side would sit down and listen to trump and maga , get the BIG IDEA EVERYTHING WILL BE SUCCESSFUL FOR OUR COUNTRY WITH LIFE AND VIGOR NOT 🚫 DEATH AND DISEASE;0.30835158;0.42635292;0.26529554
I wonder how long the democrap donors will keep funding haley as she will lose to Trump in every state....and badly in South Carolina;0.71667016;0.2603124;0.02301735
Haley should go back to India and teach Modi about democracy 😂;0.36551836;0.57521564;0.05926595
We had a native vice president Charles Curtis;0.015788967;0.86760193;0.11660915
Forbes is posting Trump because they need money now.  They never would of when Trump ran last time….. Forbes is smart and wants to make money again.;0.21361706;0.53582263;0.2505603
"So the Rotten Orange won, then if he lost, could it be a ""rigged election"" 😂😂😂";0.8009724;0.18609673;0.012930805
Good news!;0.0048476523;0.019410372;0.975742
He never says anything that makes sense other than abusing others, and people still laugh. Oh my country America;0.9413854;0.051833022;0.0067815664
If you ain’t first your last;0.66014355;0.31353515;0.02632129
What are saying syphilis boy syphilis boy 😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂;0.78334284;0.19509508;0.02156203
Haley = Nope;0.24799195;0.69093025;0.061077792
Ya know, for someone who trashes her do much, kinda suprising he only won by 8%;0.5005861;0.4523664;0.047047507
she has a winner personality as you D;0.0117601715;0.21796505;0.77027476
Trump for a toe tag 2024;0.25077558;0.645404;0.1038204
Good news for Old Joe.... hahahahah;0.0037062666;0.03548229;0.9608114
YEAH!!!  Crooked Nikki is corrupt and working for the D.S.;0.90593094;0.07777727;0.016291741
Trump 2024✌️✌️✌️✌️✌️✌️✌️✌️;0.009825953;0.17931283;0.8108612
Nikki Hayley is standing in the race. Because she knows there's gonna be a temp on president dylan j trump's lap;0.105056204;0.78541017;0.10953363
Trump all day long;0.24288955;0.4757093;0.2814012
Trump 2024;0.03136532;0.31237522;0.6562595
I don’t like losers;0.8838359;0.10104599;0.015118126
USA!!;0.021878611;0.29225862;0.6858628
Rachel meadow is crying somewhere.;0.7920747;0.19032492;0.017600339
Wooohooo as a woman from NH I LOVE president Trump ❤;0.0026978643;0.007838795;0.9894633
Mr President !! T2024;0.0029614482;0.051802147;0.9452364
Trump;0.15337192;0.5121823;0.3344458
When the sheep have woken up and understand what Trump has been doing there will be statues of this man everywhere 🎉🎉🎉;0.5517483;0.3273877;0.120864056
Thanks God witch is out . No for Fake Nicky ,Never ever;0.35028675;0.3147454;0.33496785
Trumps next stop is prison;0.62274474;0.32405916;0.05319605
"I love the guy in the audience who shouts, ""Birdbrain""!  Way to go, Hillary... Oops... I mean Nikki!";0.022945233;0.065776676;0.91127807
MAGA;0.041888885;0.31127214;0.64683896
2024 Trump .;0.06274188;0.81993836;0.11731979
